"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SI_02_GRANT_US_ORG_EIN","SI_02_GRANT_US_ORG_IRC_SECTION","SI_02_GRANT_US_ORG_AMT_CASH","SI_02_GRANT_US_ORG_PURPOSE","SI_02_GRANT_US_ORG_NAME_L1","SI_02_GRANT_US_ORG_ADDR_L1","SI_02_GRANT_US_ORG_ADDR_CITY","SI_02_GRANT_US_ORG_ADDR_STATE","SI_02_GRANT_US_ORG_ADDR_ZIP","SI_02_GRANT_US_ORG_AMT_NONCSH","SI_02_GRANT_US_ORG_MOV","SI_02_GRANT_US_ORG_DESC_NONCSH","SI_02_GRANT_US_ORG_ADDR_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943299349300739","480926092","NEOSHO COUNTY COMMUNITY COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943299349300739_public.xml","480698341","GOV","78155","CAPITAL PROJECTS","NEOSHO COUNTY COMMUNITY COLLEGE","800 WEST 14TH STREET","CHANUTE","KS","66720",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","133598671","501( C ) 3","500000","STUDENT SERVICES PARTNERSHIP AWARD","NEW VISIONS AIM CHARTER HIGH SCHOOL I","1495 HERKIMER STREET","BROOKLYN","NY","11233",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","453802187","501( C ) 3","500000","STUDENT SERVICES PARTNERSHIP AWARD","NEW VISIONS AIM CHARTER HIGH SCHOOL II","1010 REV JAMES A POLITE AVENUE","BRONX","NY","10459",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","112656137","501( C ) 3","350000","NETWORK FOR SCHOOL IMPROVEMENT- COLLEGE READY","THE FUND FOR PUBLIC SCHOOLS","52 CHAMBERS STREET ROOM 305","NEW YORK","NY","10007",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"68761","PER SESSION PROFESSIONAL DEVELOPMENT CURRICULUM","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"50031","LIBRARY GRANTS","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434","501( C ) 3","40329","STUDENTS WITH DISABILITIES INITIATIVE","BROOKLYN COLLEGE SCHOOL OF EDUCATION","2900 BEDFORD AVENUE","BROOKLYN","NY","11210",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","454659946","501( C ) 3","25000","NETWORK FOR SCHOOL IMPROVEMENT- COLLEGE READY","NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH AND SCIENCE II","900 TINTON AVENUE","BRONX","NY","10456",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","451559526","501( C ) 3","25000","NETWORK FOR SCHOOL IMPROVEMENT- COLLEGE READY","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES","99 TERRACE VIEW AVENUE","BRONX","NY","10463",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","462339783","501( C ) 3","25000","NETWORK FOR SCHOOL IMPROVEMENT- COLLEGE READY","NEW VISIONS CHARTER SCHOOL","205 EAST 42ND STREET 4TH FLOOR NEW","NEW YORK","NY","10017",NA,NA,NA,"YORK NY 10017"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"25000","NETWORK FOR SCHOOL IMPROVEMENT- COLLEGE READY","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"23454","TEACHER RESIDENT GRANT","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","133598671","501( C ) 3","19219","CLASS TUITION","HUNTER COLLEGE OF EDUCATION","695 PARK AVE ROOM W100","NEW YORK","NY","10065",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"12406","COLLEGE ADVISORY BOARD","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"6874","PER SESSION VARIOUS PROJECTS","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,"6071","WORKSHOP PARTICIPATION","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","462339783","501( C ) 3","5625","MENTOR PARTICIPATION AWARD","NEW VISIONS CHARTER SCHOOL","205 EAST 42ND STREET 4TH FLOOR NEW","NEW YORK","NY","10017",NA,NA,NA,"YORK NY 10017"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415","133538961","NEW VISIONS FOR PUBLIC SCHOOLS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000909349300415_public.xml","136400434",NA,NA,"VARIOUS","NYC DEPARTMENT OF EDUCATION","333 SEVENTH AVE ROOM 826","NEW YORK","NY","10001","12199","FMV","IN-KIND DONATED BOOKS- VARIOUS PUBLISHERS",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","455100719",NA,"19000","EMERGENCY SERVICES","REBECCA BENDER MINISTRIES","560 NE F STREET SUITE A628","GRANTS PASS","OR","97526","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","452049173",NA,"20000","SUPPORT OF BILINGUAL CASE MANAGER","SAVING INNOCENCE INC","1509 WINONA BLVD","LOS ANGELES","CA","90027","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","341973109",NA,"20000","STAFF SALARIES","STARSUNITY CHURCH OF W OHIO","1910 E BROADWAY","NORTHWOOD","OH","43619","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","271372748",NA,"20000","SUPPORT FOR NEW CASE MANAGER","THE COVERING HOUSE","PO BOX 12206","SAINT LOUIS","MO","63157","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","812909861",NA,"20000","SHELTER OPERATIONS","US INSTITUTE AGAINST HUMAN TR","PO BOX 272463","TAMPA","FL","33688","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047","911938635","SHARED HOPE INTERNATIONAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020379349301047_public.xml","203902846",NA,"20780","SUPPORT FOR 5 SHELTER RESIDENTS","VERONICAS VOICE","PO BOX 172472","KANSAS CITY","MO","66117","0",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349301277","421634548","ENDOWMENT FOUNDATION FOR OUTREACH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921279349301277_public.xml",NA,"501C3","11000","SUPPORT OF MINISTRIE","CROSSTOWN MINISTRIES INC","4905 TOBOSA RD","LAS CRUCES","NM","88011",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300237","260170737","SIDNEY ATHLETIC BOOSTER GROUP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300237_public.xml",NA,NA,"113177",NA,"ATHLETIC TEAM EXPENSES",NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300237","260170737","SIDNEY ATHLETIC BOOSTER GROUP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300237_public.xml",NA,NA,"16628",NA,"OTHER DONATIONS",NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312803","810806399","BLACK RIVER FACILITIES COMMISSION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933189349312803_public.xml","346004416","GOV",NA,"IMPROVE FACILITIES","BLACK RIVER LOCAL SCHOOL DISTRICT","257 A COUNTY ROAD 40","SULLIVAN","OH","44880","59805","COST","BLEACHERS",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902279349301800","650623649","The Palm Beach Post Season to Share Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902279349301800_public.xml","237181875","501(c)(3)","25000","General Assistance","Community Foundation of Palm Beach and Martin Counties","700 South Dixie Hwy Suite 200","West Palm Beach","FL","33401",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021399349300882","046665080","ADOPT A STUDENT FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021399349300882_public.xml","562438574","501(C)(3)","1335200","SUPPORT OF THE SCHOOL AND SCHOLARSHIPS TO BE AWARDED TO STUDENTS","CATHEDRAL HIGH SCHOOL","74 UNION PARK STREET","BOSTON","MA","02118",NA,"COST",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512","815447067","FAIR ELECTIONS CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512_public.xml","746000203","501(C)(3)","15500","TX VOTING SUMMIT","UNIVERSITY OF TEXAS AUSTIN","PO BOX 7458","AUSTIN","TX","78713",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512","815447067","FAIR ELECTIONS CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512_public.xml","521542164","501(C)(3)","13450","SLSVC FUNDING FOR VFC PROGRAM","NASPA","111 K STREET NW 10TH FLOOR","WASHINGTON","DC","20002",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512","815447067","FAIR ELECTIONS CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512_public.xml","232046093","501(C)(3)","6000","PA ACCELERATOR GRANT","SHIPPENSBURG UNIVERSITY","1871 OLD MAIN DRIVE","SHIPPENSBURG","PA","17257",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512","815447067","FAIR ELECTIONS CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922399349300512_public.xml","251540183","501(C)(3)","6000","PA ACCELERATOR GRANT","CALIFORNIA UNIVERSITY OF PENNSYLVANIA","250 UNIVERSITY AVE BOX 59","CALIFORNIA","PA","15419",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010211781","501(c)(3)","6451","Education Grant","Bates College","221 Lane Hall 2 Andrews Road","Lewiston","ME","04240",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010215213","501(c)(3)","15000","Research and Education Grants","Bowdoin College","5400 College Station","Brunswick","ME","040118445",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","237032625","501(c)(3)","25328","Research and Education Grants","College of the Atlantic","105 Eden Street","Bar Harbor","ME","04609",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010504905","501(c)(3)","93595","Research Grant","Gulf of Maine Research Institute","350 Commercial Street","Portland","ME","04101",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","223181644","501(c)(3)","7055","Education Grant","Maine Mathematics and Science Alliance","219 Capitol Street 3","Augusta","ME","043325359",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010212542","501(c)(3)","27261","Education Grant","Saint Joseph's College of Maine","278 Whites Bridge Road","Standish","ME","04084",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","831020168",NA,"9000","Research Grant","ScanDX LLC","16 Winterhaven Drive","Orono","ME","04473",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","016000769","Government","386122","Research and Education Grants","University of Maine","5717 Corbett Hall","Orono","ME","044695717",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010211810","501(c)(3)","11845","Research and Education Grants","University of New England","11 Hills Beach Road","Biddeford","ME","040059599",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805","010532411","Maine Space Grant Consortium","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000139349300805_public.xml","010416015","501(c)(3)","5000","Education Grant","York County Community College","112 College Drive","Wells","ME","040905341",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010919349300521","464534702","FRIENDS OF JAZZ ST LOUIS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010919349300521_public.xml","431761629","501(C)(3)","624885","SUPPORTING ORGANIZATION","JAZZ ST LOUIS","3536 WASHINGTON AVENUE","ST LOUIS","MO","63103",NA,"CASH-FMV",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021","382719602","MACOMB HOMELESS COALITION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021_public.xml",NA,"501C3","24850","HOMELESS ASSISTANCE","MACOMB COUNTY WARMING CENTER","PO BOX 53","ROSEVILLE","MI","48066",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021","382719602","MACOMB HOMELESS COALITION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021_public.xml",NA,"501C3","31566","HOMELESS ASSISTANCE","MC ROTATING EMERGENCY SHELTER TEAM","20415 ERIN","ROSEVILLE","MI","48066",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021","382719602","MACOMB HOMELESS COALITION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021_public.xml",NA,"501C3","52839","HOMELESS ASSISTANCE","COMPREHENSIVE YOUTH SERVICES","2 CROCKER SUITE 203","MOUNT CLEMENS","MI","48043",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021","382719602","MACOMB HOMELESS COALITION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912619349300021_public.xml",NA,"501C3","37231","HOMELESS ASSISTANCE","SALVATION ARMY-MATTS","24140 MOUND ROAD","WARREN","MI","48091",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","232789601","501C3","10018","GENERAL OPERATIONS","BREAKTHROUGH OF GREATER PHILADELPH","34 WEST COULTER ST","PHILADELPHIA","PA","19144",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","141505623","501C3","8000","EASY WATER EVERYONE","COMMUNITY FOUNDATION OF CAP REGION","SIX TOWER PLACE","ALBANY","NY","12203",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","141667397","501C3","5250","PRO LIFT DOC VIDEO","FRANKLIN COMMUNITY CENTER","10 FRANKLIN STREET","SARATOGA SPRINGS","NY","12866",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","812724904","501C3","27000","LOAN PAY OFF/GEN OP","PITNEY MEADOWS COMMUNITY FARMS","PO BOX 176","SARATOGA SPRINGS","NY","12866",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","146004167",NA,"6000","GENERAL OPERATIONS","PLANNED PARENTHOOD - MOHAWK HUDSON","1040 STATE STREET","SCHENECTADY","NY","12307",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","141466353","501C3","14834","GENREAL OPERATIONS","SARATOGA PERFORMING ARTS CENTER","168 AVENUE OF THE PINES","SARATOGA SPRINGS","NY","12866",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","141756702",NA,"9430","NEW KITCHEN STOVE","ST CLEMENTS CATHOLIC SCHOOL","231 LAKE AVE","SARATOGA SPRINGS","NY","12866",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","452489069","501C3","25000","GENERAL OPERATIONS","TRUE COLORS FUND","311 WEST 43RD STREET 12TH FLOOR","NEW YORK","NY","10036",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488","266394395","THE ADIRONDACK TRUST COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349302488_public.xml","222400593","501C3","7000","GENERAL OPERATIONS","WAMC","318 CENTRAL AVENUE","ALBANY","NY","12206",NA,NA,NA,NA
