"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","FacilityNum","SH_05_HOSPITAL_WEBSITE","SH_05_HOSPITAL_STATE_LIC_NUM","SH_05_HOSPITAL_LIC_X","SH_05_HOSPITAL_MEDICAL_X","SH_05_HOSPITAL_TEACHING_X","SH_05_HOSPITAL_ER_24HOURS_X","SH_05_HOSPITAL_FACILITY_GROUP","SH_05_HOSPITAL_NAME_L1","SH_05_HOSPITAL_ADDR_L1","SH_05_HOSPITAL_ADDR_CITY","SH_05_HOSPITAL_ADDR_STATE","SH_05_HOSPITAL_ADDR_ZIP","SH_05_HOSPITAL_CHILDREN_X","SH_05_HOSPITAL_OTH","SH_05_HOSPITAL_RSRCH_FACILITY_X","SH_05_HOSPITAL_CRITICAL_ACCESS_X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949","620479367","METHODIST HEALTHCARE - MEMPHIS HOSPITALS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349300949_public.xml","5",NA,NA,"X","X",NA,"X","A","METHODIST SOUTH HOSPITAL","1300 WESLEY DR","MEMPHIS","TN","38116",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300500","030183721","WINDSOR HOSPITAL CORPORATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002239349300500_public.xml","1",NA,NA,"X","X",NA,"X",NA,"WINDSOR HOSPITAL CORPORATION","289 COUNTY ROAD","WINDSOR","VT","05089",NA,"DISTINCT PART REHAB UNIT",NA,"X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011919349301636","811708177","Christus Hopkins Health Alliance","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011919349301636_public.xml","1","SEE PART V, SECTION C","15-467446-2","X","X",NA,"X",NA,"CMF HOSPITAL-SULPHUR SPRINGS","115 AIRPORT ROAD","SULPHUR SPRINGS","TX","75482",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032599349301128","381455020","STRAITH HOSPITAL FOR SPECIAL SURGERY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032599349301128_public.xml","1","HTTPS://.STRAITHHOSPITAL.ORG","1060000035","X","X",NA,NA,NA,"STRAITH HOSPITAL FOR SPECIAL SURGERY","23901 LAHSER ROAD","SOUTHFIELD","MI","48033",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011829349301856","621434530","CASE MANAGEMENT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011829349301856_public.xml","1","WWW.CMIOFMEMPHIS.ORG",NA,NA,NA,NA,NA,NA,"CASE MANAGEMENT INC","3171 DIRECTORS ROW","MEMPHIS","TN","38131",NA,"CLINIC",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011829349301856","621434530","CASE MANAGEMENT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011829349301856_public.xml","2",NA,NA,NA,NA,NA,NA,NA,"CASE MANAGEMENT INC","14 NORTH BELLEVUE BLVD","MEMPHIS","TN","38104",NA,"CLINIC",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031369349301733","580566213","PIEDMONT HOSPITAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031369349301733_public.xml","1","WWW.PIEDMONThospital.ORG","060-139","X","X",NA,"X",NA,"PIEDMONT HOSPITAL INC","1968 PEACHTREE ROAD NW","ATLANTA","GA","30309",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349300409","362604009","Ottawa Regional Hospital & Healthcare Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349300409_public.xml","1","HTTPS://WWW.OSFHEALTHCARE.ORG/SAINT-ELIZABETH/","IL0005520","X","X",NA,"X",NA,"OTTAWA REGIONAL HOSPITAL & HEALTHCARE","1100 EAST NORRIS DRIVE","OTTAWA","IL","61350",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012169349300546","381976271","MCLAREN BAY REGION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012169349300546_public.xml","1","WWW.MCLAREN.ORG/BAYREGION","1060000023","X","X","X","X",NA,"MCLAREN BAY REGION","1900 COLUMBUS AVE","BAY CITY","MI","48708",NA,"REHAB, PSYCH SERVICES AND DIAGNOSTIC CENTER",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022109349300102","020280367","Androscoggin Valley Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022109349300102_public.xml","1","www.avhnh.org","00050","X","X",NA,"X",NA,"Androscoggin Valley Hospital Inc","59 Page Hill Road","Berlin","NH","03570",NA,NA,NA,"X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031269349301348","352528741","Vanderbilt University Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031269349301348_public.xml","1","www.vanderbilthealth.com","0000000027","X","X","X","X",NA,"Vanderbilt University Medical Center Hospitals","1211 22nd Avenue South","Nashville","TN","37212","X",NA,"X",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031269349301348","352528741","Vanderbilt University Medical Center","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031269349301348_public.xml","2","www.vanderbiltstallworthrehab.com","0000000141","X",NA,NA,NA,NA,"Vanderbilt Stallworth Rehabilitation Hospital","2201 Childrens Way","Nashville","TN","37212",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349310991","223452311","NEWARK BETH ISRAEL MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349310991_public.xml","1","WWW.RWJBH.ORG","10709","X","X","X","X",NA,"NEWARK BETH ISRAEL MEDICAL CENTER","201 LYONS AVENUE","NEWARK","NJ","07112","X","ORGAN TRANS. CENTER, PSYCHIATRIC UNIT, OUTPATIENT CLINICS","X",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042209349300119","030179423","Copley Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042209349300119_public.xml","1","www.copleyvt.org","891","X","X",NA,"X",NA,"Copley Hospital Inc","528 Washington Highway","Morrisville","VT","05661",NA,NA,NA,"X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011359349300211","582044503","MEADOWS REGIONAL MEDICAL CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011359349300211_public.xml","1","WWW.MEADOWSHEALTH.COM","138-476","X","X",NA,"X",NA,"MEADOWS REGIONAL MEDICAL CENTER INC","ONE MEADOWS PARKWAY","VIDALIA","GA","304748759",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349313831","815174295","INDIANA UNIVERSITY HEALTH FRANKFORT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349313831_public.xml","1","SEE PART V, SECTION C","19-005039-1","X","X",NA,"X",NA,"IU HEALTH FRANKFORT HOSPITAL","1300 S JACKSON STREET","FRANKFORT","IN","46041",NA,NA,NA,"X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349303378","020222791","Alice Peck Day Memorial Hospital","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031979349303378_public.xml","1","www.alicepeckday.org","00016","X","X",NA,"X",NA,"Alice Peck Day Memorial Hospital","10 Alice Peck Day Drive","Lebanon","NH","03766",NA,"Physician Clinics",NA,"X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349302644","410907986","ST FRANCIS REGIONAL MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349302644_public.xml","1","WWW.STFRANCIS-SHAKOPEE.COM","380437","X","X",NA,"X",NA,"ST FRANCIS REGIONAL MEDICAL CENTER","1455 ST FRANCIS AVENUE","SHAKOPEE","MN","55379",NA,NA,"X",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349304075","470796875","FAITH REGIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349304075_public.xml","1","WWW.FRHS.ORG","520001","X","X",NA,"X","A","FAITH REGIONAL HEALTH SERVICES - WEST","2700 WEST NORFOLK AVENUE","NORFOLK","NE","68701",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349304075","470796875","FAITH REGIONAL HEALTH SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349304075_public.xml","2","WWW.FRHS.ORG","520002","X","X",NA,NA,"A","FAITH REGIONAL HEALTH SERVICES - EAST","1500 KOENIGSTEIN AVENUE","NORFOLK","NE","68701",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021409349302122","371208459","St Joseph's Hospital - Hospital Sisters - Third Order of St Francis","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021409349302122_public.xml","1","WWW.STJOEBREESE.COM","0002527","X","X",NA,"X",NA,"ST JOSEPH'S HOSPITAL","9515 HOLY CROSS LANE","BREESE","IL","622300099",NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349310985","752428911","METHODIST CHILDREN'S HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349310985_public.xml","1","WWW.COVENANTCHILDRENS.ORG","8638","X","X",NA,"X",NA,"METHODIST CHILDREN'S HOSPITAL","4015 22ND PLACE","LUBBOCK","TX","79410","X",NA,"X",NA
