"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SF_01_FRGN_REG_REGION","SF_01_FRGN_REG_NUM_OFFICE","SF_01_FRGN_REG_NUM_EMPL","SF_01_FRGN_REG_ACT","SF_01_FRGN_REG_SVC_SPECIFIC","SF_01_FRGN_REG_TOT_EXP"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303899","463250017","BRAHMANANDA SARASWATI YAGYA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303899_public.xml","EUROPE","1","8","PROGRAM SERVICES","PROGRAM SUPPORT","741150"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303899","463250017","BRAHMANANDA SARASWATI YAGYA FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349303899_public.xml","EAST ASIA","0","0","PROGRAM SERVICES","PROGRAM SUPPORT","16336"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Central America and the Caribbean",NA,"6","Grantmaking","Capacity Development","21515"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Central America and the Caribbean",NA,NA,"Program Services","Capacity Development","176907"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Sub-Saharan Africa","1","7","Grantmaking","Capacity Development","105015"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Sub-Saharan Africa",NA,NA,"Program Services","Capacity Development","732776"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Europe (including Iceland and Greenland)","1","11","Grantmaking","Capacity Development","13500"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Europe (including Iceland and Greenland)",NA,NA,"Program Services",NA,"92917"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Europe (including Iceland and Greenland)",NA,NA,"Program Services","Management & General","199097"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","Europe (including Iceland and Greenland)",NA,NA,"Program Services","Capacity Development","80914"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","East Asia and the Pacific","1","27","Grantmaking","Capacity Development","2000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","East Asia and the Pacific",NA,NA,"Program Services","Capacity Development","222726"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529","953494561","WYCLIFFE BIBLE TRANSLATORS INTERNATIONAL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041579349300529_public.xml","East Asia and the Pacific",NA,NA,"Program Services","Management & General","273378"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304","251484913","THE MINERALS METALS & MATERIALS SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304_public.xml","QUEBEC CITY, CANADA","0","1","PROGRAM SERVICES","CONTROL OF POTLINE SCRUBBER AND FUGITIVE EMISSIONS FOR ALUMINUM SMELTERS COURSE","32812"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304","251484913","THE MINERALS METALS & MATERIALS SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304_public.xml","HELSINGOR, DENMARK","0","3","PROGRAM SERVICES","4TH INTERNATIONAL CONGRESS ON 3D MATERIALS SCIENCE (3DMS)","81665"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304","251484913","THE MINERALS METALS & MATERIALS SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304_public.xml","OTTAWA, CANADA","0","4","PROGRAM SERVICES","EXTRACTION 2018","2890"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304","251484913","THE MINERALS METALS & MATERIALS SOCIETY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942119349300304_public.xml","DARMSTADT, GERMANY","0","3","BUSINESS DEVELOPMENT","MSE CONGRESS 2018","9678"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","EUROPE (FRANCE, SPAIN, BULGARIA)",NA,"7","PROGRAM SERVICES","EDUCATION & HEALTH","343990"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","RUSSIA (KAZAKHSTAN & TAJIKISTAN)",NA,NA,"PROGRAM SERVICES","EDUCATION & HEALTH","18385"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","SUB-SAHARAN AFRICA (IVORY COAST, KENYA)",NA,NA,"PROGRAM SERVICES","EDUCATION & HEALTH","34154"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","EAST ASIA (JAPAN)",NA,NA,"PROGRAM SERVICES","EDUCATION & HEALTH","16944"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","SOUTH AMERICA (ECUADOR)",NA,NA,"PROGRAM SERVICES","EDUCATION & HEALTH","29803"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201","680576991","THE HANNA PROJECT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911699349301201_public.xml","CENTRAL AMERICA (CUBA DOMINCAN REPUBLIC",NA,NA,"PROGRAM SERVICES","EDUCATION & HEALTH","2774"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942139349301254","274289574","FEEDING THE ORPHANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942139349301254_public.xml","AFRICA","1","1000","AID TO ORPHANS","CONTRIBUTIONS","423240"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921069349300412","581505954","SOAR INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921069349300412_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","0","0","PROGRAM SERVICE","TRAVEL, LODGING, FUEL, AND SUPPLIES","64377"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921069349300412","581505954","SOAR INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921069349300412_public.xml","CENTRAL AMERICA AND THE CARIBBEAN - ANTIGUA & BARBUDA, ARUBA, BAHAMAS,","0","0","PROGRAM SERVICE","TRAVEL, LODGING, FUEL, AND SUPPLIES","40961"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930","521241128","AFP FOUNDATION FOR PHILANTHROPY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930_public.xml","NORTH AMERICA - CANADA AND MEXICO, BUT NOT THE UNITED STATES","0","0","GRANTMAKING",NA,"9886"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930","521241128","AFP FOUNDATION FOR PHILANTHROPY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","0","0","GRANTMAKING",NA,"599"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930","521241128","AFP FOUNDATION FOR PHILANTHROPY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903039349300930_public.xml","CENTRAL AMERICA AND THE CARIBBEAN","0","0","GRANTMAKING",NA,"599"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226","900855652","Go Drill International Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226_public.xml","Sub-Saharan Africa","1","1","Groundwater services","Drilling","233767"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226","900855652","Go Drill International Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226_public.xml","Sub-Saharan Africa","1","1","Groundwater services","Community Development","31263"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226","900855652","Go Drill International Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226_public.xml","Sub-Saharan Africa","1","1","Groundwater services","Pump Repair","35934"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226","900855652","Go Drill International Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913089349300226_public.xml","Sub-Saharan Africa","1","1","Groundwater services","Agriculture Development","17199"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638","530023710","AEROSPACE INDUSTRIES ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638_public.xml","MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,","0","0","PROGRAM SERVICES","BAHRAIN AND MARRAKESH - CONDUCTED AN AIRSHOW EVENT, REPRESENTING AIA","100251"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638","530023710","AEROSPACE INDUSTRIES ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","0","0","PROGRAM SERVICES","SINGAPORE - CONDUCTED AN AIRSHOW EVENT, REPRESENTING AIA","392666"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638","530023710","AEROSPACE INDUSTRIES ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","0","0","PROGRAM SERVICES","ROMANIA, BERLIN, AND FARNBOROUGH - CONDUCTED AN AIRSHOW EVENT, REPRESENTING AIA","640497"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638","530023710","AEROSPACE INDUSTRIES ASSOCIATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932319349300638_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","0","0","PROGRAM SERVICES","CHILE - CONDUCTED AN AIRSHOW EVENT, REPRESENTING AIA","22757"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941319349300919","465060705","PROJECT FOR HOPE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941319349300919_public.xml","Central America and the Caribbean","0","0","Program Services","The Guatemalan based non-profit provides services to fatherless families. This includes work, education, hygiene, food supplements, healthcare coverage and other services for the mother. It also includes school, food, healthcare, and other services for the children.","171300"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189","680224596","NEPAL YOUTH FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041349349303189_public.xml","SOUTH ASIA - AFGHANISTAN, BANGLADESH, BHUTAN, INDIA, MALDIVES, NEPAL,","1","9","ACTIVITIES AND EXPENDITURES ARE IDENTIFIED IN THIS FORM 990 PART III.","SEE FORM 990 PART III","1935229"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270","911644435","SEATTLE-KING COUNTY CONVENTION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270_public.xml","EAST ASIA","0","0","PROGRAM SERVICE","MARKETING FOR TOURISM","814341"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270","911644435","SEATTLE-KING COUNTY CONVENTION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) -","0","0","PROGRAM SERVICE","MARKETING FOR TOURISM","608236"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270","911644435","SEATTLE-KING COUNTY CONVENTION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902819349301270_public.xml","NORTH AMERICA","0","0","PROGRAM SERVICE","MARKETING FOR TOURISM","17434"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003","731550477","SHOFAR INTERNATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003_public.xml","MIDDLE EAST AND NORTH AFRICA",NA,NA,"PROGRAM SERVICES","FOOD CLOTHING","62155"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003","731550477","SHOFAR INTERNATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933179349309003_public.xml","MIDDLE EAST AND NORTH AFRICA",NA,NA,"PROGRAM SERVICES","FUNDS FOR CAR","10000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054","460503801","THE LINUX FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054_public.xml","EAST ASIA AND THE PACIFIC - AUSTRALIA, BRUNEI, BURMA, CAMBODIA,","1","9","PROGRAM SERVICES","SUPPORTING THE TECHNICAL AND BUSINESS ENVIRONMENT IN THE COMPUTER INDUSTRY.","2868617"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054","460503801","THE LINUX FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054_public.xml","CANADA","0","12","PROGRAM SERVICES","SUPPORTING THE TECHNICAL AND BUSINESS ENVIRONMENT IN THE COMPUTER INDUSTRY","1606140"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054","460503801","THE LINUX FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349303054_public.xml","EUROPE (INCLUDING ICELAND & GREENLAND) - ALBANIA, ANDORRA, AUSTRIA, BELGIUM","0","2","PROGRAM SERVICES","EVENTS AND CONFERENCES","3215684"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","EUROPE","0","0","GRANTS TO RECIPIENTS",NA,"17335066"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","SUB-SAHARAN AFRICA - ANGOLA, BENIN, BOTSWANA, BURKINA FASO,","0","0","GRANTS TO RECIPIENTS",NA,"1627684"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","MIDDLE EAST AND NORTH AFRICA - ALGERIA, BAHRAIN, DJIBOUTI, EGYPT,","0","0","GRANTS TO RECIPIENTS",NA,"47000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534","582277856","KING BAUDOUIN FOUNDATION US INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942129349300534_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","0","0","GRANTS TO RECIPIENTS",NA,"21048"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349303832","742615873","TEXAS MUTUAL INSURANCE COMPANY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923159349303832_public.xml","Europe (including Iceland and Greenland)",NA,NA,"Investments",NA,"191231753"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","TUITION","12355"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PRGRAM SERVICES","CHRISTMAS GIFTS/FOOD","1700"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","CLOTHING","290"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","FOOD/MEDICINE","1800"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","GEMS HEART OUTREACH","5600"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","LEPROSY PROGRAM","9150"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","H20 FOR LIFE/TOILETS","13010"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","RICE/NOODLE PROGRAM","6000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","HOUSING PROJECTS","900"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","CHILD SPONSORSHIP","7330"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132","030460771","OUTREACH ASIA INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921339349300132_public.xml","EAST ASIA",NA,"1","PROGRAM SERVICES","MISC PROJECTS","8144"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931229349301758","364357557","HANDS OF HOPE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931229349301758_public.xml","ZAMBIA",NA,NA,"AGRICULTURAL TRAININ","AGRICULTUARL ASSISTA",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931279349300143","611456752","St Ignatius Fund Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931279349300143_public.xml","South America","0","0","Program services","Healing ministry","35000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349310714","042239743","ASSOCIATION OF FIELD ORNITHOLOGISTSINC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943189349310714_public.xml","SOUTH AMERICA - ARGENTINA, BOLIVIA, BRAZIL, CHILE, COLUMBIA, ECUADOR,","0","0","GRANTS TO RECIPIENTS LOCATED IN THE REGION.","GRANTS TO INDIVIDUALS THAT FURTHER AVIAN RESEARCH.","25412"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349305474","134336539","THE LAMP FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349305474_public.xml","CENTRAL AMERICA & CARIBBEAN","1","15","MEDICAL","HEALTH CARE","903445"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041509349300314","203258654","PARTNERSHIP FOR SUPPLY CHAIN","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041509349300314_public.xml","SUB-SAHARAN AFRICA","0","0","PROGRAM SERVICES","ESTABLISHED SECURED, RELIABLE, COST-EFFECTIVE & SUSTAINABLE SUPPLY CHAINS FOR PUBLIC HEALTH PROGRAMS IN DEVELOPING COUNTRIES.","68323"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000379349301600","560857708","NORTH CAROLINA OUTWARD BOUND SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000379349301600_public.xml","PATAGONIA","1","7","PROGRAM SERVICES","OUTDOOR EXPERIENTIAL EDUCATION","110455"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311348","463811159","MOPRIA ALLIANCE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311348_public.xml","ASIA","0","0","PROGRAM SERVICES","MARKETING PROGRAM","15000"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311348","463811159","MOPRIA ALLIANCE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201931359349311348_public.xml","ASIA","0","0","PROGRAM SERVICES","TECHNICAL PROGRAM","99977"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940959349300349","204390622","Israeli Pediatric Brain Tumor Foundation Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201940959349300349_public.xml","Middle East and North Africa","1","1","Grants for brain tumor research","Brain tumor research","6300"
